Electoral division,Postcode,Per cent
Adelaide            ,5000,100.0
Adelaide            ,5006,100.0
Adelaide            ,5007,59.4
Adelaide            ,5008,58.5
Adelaide            ,5031,40.4
Adelaide            ,5034,100.0
Adelaide            ,5035,100.0
Adelaide            ,5061,100.0
Adelaide            ,5063,74.3
Adelaide            ,5065,42.6
Adelaide            ,5067,84.1
Adelaide            ,5069,100.0
Adelaide            ,5070,22.8
Adelaide            ,5081,75.6
Adelaide            ,5082,100.0
Adelaide            ,5083,100.0
Adelaide            ,5084,100.0
Adelaide            ,5085,94.8
Adelaide            ,5086,32.2
Aston               ,3131,13.6
Aston               ,3133,87.3
Aston               ,3152,100.0
Aston               ,3153,49.1
Aston               ,3155,13.4
Aston               ,3156,50.3
Aston               ,3178,100.0
Aston               ,3179,100.0
Aston               ,3180,100.0
Ballarat            ,3333,1.0
Ballarat            ,3334,100.0
Ballarat            ,3340,98.9
Ballarat            ,3341,100.0
Ballarat            ,3342,99.4
Ballarat            ,3345,100.0
Ballarat            ,3350,100.0
Ballarat            ,3351,51.0
Ballarat            ,3352,89.4
Ballarat            ,3355,100.0
Ballarat            ,3356,100.0
Ballarat            ,3357,100.0
Ballarat            ,3363,100.0
Ballarat            ,3364,96.0
Ballarat            ,3370,98.2
Ballarat            ,3371,2.4
Ballarat            ,3444,1.6
Ballarat            ,3446,20.8
Ballarat            ,3447,0.3
Ballarat            ,3451,1.0
Ballarat            ,3458,92.0
Ballarat            ,3460,100.0
Ballarat            ,3461,97.1
Banks               ,2196,13.7
Banks               ,2200,0.3
Banks               ,2208,1.2
Banks               ,2209,61.7
Banks               ,2210,99.8
Banks               ,2211,99.9
Banks               ,2212,48.1
Banks               ,2218,52.6
Banks               ,2220,100.0
Banks               ,2221,91.7
Banks               ,2222,100.0
Banks               ,2223,100.0
Barker              ,5118,3.1
Barker              ,5234,0.2
Barker              ,5235,20.9
Barker              ,5236,100.0
Barker              ,5237,100.0
Barker              ,5238,100.0
Barker              ,5244,1.1
Barker              ,5253,100.0
Barker              ,5254,84.1
Barker              ,5255,0.6
Barker              ,5259,100.0
Barker              ,5260,100.0
Barker              ,5261,100.0
Barker              ,5262,100.0
Barker              ,5263,100.0
Barker              ,5264,100.0
Barker              ,5265,100.0
Barker              ,5266,100.0
Barker              ,5267,100.0
Barker              ,5268,100.0
Barker              ,5269,100.0
Barker              ,5270,100.0
Barker              ,5271,100.0
Barker              ,5272,100.0
Barker              ,5273,100.0
Barker              ,5275,100.0
Barker              ,5276,100.0
Barker              ,5277,100.0
Barker              ,5278,100.0
Barker              ,5279,100.0
Barker              ,5280,100.0
Barker              ,5290,100.0
Barker              ,5291,100.0
Barker              ,5301,100.0
Barker              ,5302,100.0
Barker              ,5303,100.0
Barker              ,5304,100.0
Barker              ,5306,100.0
Barker              ,5307,100.0
Barker              ,5308,100.0
Barker              ,5309,100.0
Barker              ,5310,100.0
Barker              ,5311,100.0
Barker              ,5312,100.0
Barker              ,5320,99.3
Barker              ,5321,100.0
Barker              ,5322,100.0
Barker              ,5330,100.0
Barker              ,5331,100.0
Barker              ,5332,100.0
Barker              ,5333,100.0
Barker              ,5340,100.0
Barker              ,5341,99.5
Barker              ,5342,100.0
Barker              ,5343,100.0
Barker              ,5344,100.0
Barker              ,5345,100.0
Barker              ,5346,100.0
Barker              ,5350,83.0
Barker              ,5351,47.9
Barker              ,5352,95.6
Barker              ,5353,100.0
Barker              ,5354,100.0
Barker              ,5355,85.7
Barker              ,5356,90.2
Barker              ,5357,100.0
Barker              ,5374,2.5
Barton              ,2205,100.0
Barton              ,2206,93.0
Barton              ,2207,100.0
Barton              ,2208,90.4
Barton              ,2209,30.7
Barton              ,2216,100.0
Barton              ,2217,100.0
Barton              ,2218,47.4
Barton              ,2219,100.0
Barton              ,2221,8.3
Bass                ,7212,9.1
Bass                ,7248,100.0
Bass                ,7249,100.0
Bass                ,7250,99.8
Bass                ,7252,100.0
Bass                ,7253,100.0
Bass                ,7254,100.0
Bass                ,7255,100.0
Bass                ,7257,100.0
Bass                ,7258,78.9
Bass                ,7259,100.0
Bass                ,7260,100.0
Bass                ,7261,100.0
Bass                ,7262,100.0
Bass                ,7263,100.0
Bass                ,7264,84.0
Bass                ,7265,100.0
Bass                ,7267,100.0
Bass                ,7268,100.0
Bass                ,7277,62.3
Bass                ,7290,90.3
Batman              ,3058,0.9
Batman              ,3070,100.0
Batman              ,3071,100.0
Batman              ,3072,100.0
Batman              ,3073,100.0
Batman              ,3078,77.6
Batman              ,3083,20.5
Batman              ,3085,12.9
Batman              ,3086,100.0
Bendigo             ,3364,4.0
Bendigo             ,3370,1.8
Bendigo             ,3371,83.2
Bendigo             ,3435,6.6
Bendigo             ,3442,4.8
Bendigo             ,3444,97.1
Bendigo             ,3446,79.2
Bendigo             ,3447,99.7
Bendigo             ,3448,100.0
Bendigo             ,3450,100.0
Bendigo             ,3451,99.0
Bendigo             ,3453,100.0
Bendigo             ,3458,2.7
Bendigo             ,3461,2.9
Bendigo             ,3462,100.0
Bendigo             ,3463,100.0
Bendigo             ,3464,100.0
Bendigo             ,3465,98.0
Bendigo             ,3472,95.1
Bendigo             ,3475,62.4
Bendigo             ,3515,100.0
Bendigo             ,3516,12.4
Bendigo             ,3523,97.7
Bendigo             ,3550,100.0
Bendigo             ,3551,98.9
Bendigo             ,3555,100.0
Bendigo             ,3556,99.6
Bendigo             ,3557,92.5
Bendigo             ,3558,93.4
Bendigo             ,3559,11.0
Bendigo             ,3570,90.8
Bennelong           ,2067,2.0
Bennelong           ,2019,100.0
Bennelong           ,2111,74.7
Bennelong           ,2112,100.0
Bennelong           ,2113,100.0
Bennelong           ,2114,100.0
Bennelong           ,2115,95.4
Bennelong           ,2117,1.7
Bennelong           ,2118,26.8
Bennelong           ,2119,22.8
Bennelong           ,2121,100.0
Bennelong           ,2122,100.0
Berowra             ,2076,5.1
Berowra             ,2077,51.4
Berowra             ,2079,97.3
Berowra             ,2080,100.0
Berowra             ,2081,100.0
Berowra             ,2082,100.0
Berowra             ,2083,62.7
Berowra             ,2118,14.6
Berowra             ,2119,77.2
Berowra             ,2120,91.4
Berowra             ,2125,84.4
Berowra             ,2126,100.0
Berowra             ,2154,3.3
Berowra             ,2156,98.4
Berowra             ,2157,100.0
Berowra             ,2158,100.0
Berowra             ,2159,100.0
Berowra             ,2756,5.7
Berowra             ,2765,2.0
Berowra             ,2775,19.7
Blair               ,4300,1.1
Blair               ,4301,45.7
Blair               ,4303,100.0
Blair               ,4304,100.0
Blair               ,4305,99.7
Blair               ,4306,69.5
Blair               ,4307,5.4
Blair               ,4311,84.3
Blair               ,4312,100.0
Blair               ,4313,100.0
Blair               ,4340,89.5
Blair               ,4342,0.4
Blair               ,4346,100.0
Blair               ,4514,6.9
Blair               ,4515,100.0
Blaxland            ,2141,31.9
Blaxland            ,2142,23.7
Blaxland            ,2143,100.0
Blaxland            ,2144,16.6
Blaxland            ,2160,6.3
Blaxland            ,2161,99.7
Blaxland            ,2162,100.0
Blaxland            ,2163,100.0
Blaxland            ,2164,7.0
Blaxland            ,2165,12.2
Blaxland            ,2197,100.0
Blaxland            ,2198,100.0
Blaxland            ,2199,100.0
Blaxland            ,2200,91.3
Blaxland            ,2212,0.3
Bonner              ,4025,100.0
Bonner              ,4113,11.3
Bonner              ,4121,17.3
Bonner              ,4122,95.0
Bonner              ,4123,7.2
Bonner              ,4152,45.0
Bonner              ,4153,100.0
Bonner              ,4154,100.0
Bonner              ,4155,100.0
Bonner              ,4156,100.0
Bonner              ,4157,1.8
Bonner              ,4170,0.8
Bonner              ,4172,61.5
Bonner              ,4173,100.0
Bonner              ,4174,100.0
Bonner              ,4178,100.0
Bonner              ,4179,100.0
Boothby             ,5039,68.9
Boothby             ,5041,100.0
Boothby             ,5042,100.0
Boothby             ,5043,57.1
Boothby             ,5044,19.4
Boothby             ,5046,100.0
Boothby             ,5047,100.0
Boothby             ,5048,100.0
Boothby             ,5049,100.0
Boothby             ,5050,100.0
Boothby             ,5051,86.3
Boothby             ,5052,99.9
Boothby             ,5062,100.0
Boothby             ,5063,19.9
Boothby             ,5064,40.5
Boothby             ,5150,82.6
Boothby             ,5152,1.2
Boothby             ,5156,18.1
Boothby             ,5158,0.1
Boothby             ,5159,29.1
Bowman              ,4157,98.2
Bowman              ,4158,100.0
Bowman              ,4159,100.0
Bowman              ,4160,100.0
Bowman              ,4161,100.0
Bowman              ,4163,100.0
Bowman              ,4164,100.0
Bowman              ,4165,100.0
Bowman              ,4183,100.0
Bowman              ,4184,100.0
Braddon             ,7256,100.0
Braddon             ,7307,42.9
Braddon             ,7310,96.5
Braddon             ,7315,100.0
Braddon             ,7316,100.0
Braddon             ,7320,100.0
Braddon             ,7321,100.0
Braddon             ,7322,100.0
Braddon             ,7325,100.0
Braddon             ,7330,100.0
Braddon             ,7331,100.0
Braddon             ,7466,100.0
Braddon             ,7467,100.0
Braddon             ,7468,100.0
Braddon             ,7469,100.0
Braddon             ,7470,100.0
Bradfield           ,2067,12.9
Bradfield           ,2069,80.2
Bradfield           ,2070,100.0
Bradfield           ,2071,100.0
Bradfield           ,2072,100.0
Bradfield           ,2073,100.0
Bradfield           ,2074,100.0
Bradfield           ,2075,100.0
Bradfield           ,2076,94.9
Bradfield           ,2077,48.6
Bradfield           ,2079,2.7
Bradfield           ,2120,8.6
Brand               ,6165,100.0
Brand               ,6167,100.0
Brand               ,6168,100.0
Brand               ,6169,100.0
Brand               ,6170,100.0
Brand               ,6171,100.0
Brand               ,6172,100.0
Brand               ,6173,100.0
Brand               ,6174,100.0
Brand               ,6175,100.0
Brand               ,6176,100.0
Brand               ,6180,100.0
Brand               ,6210,30.6
Brisbane            ,4000,100.0
Brisbane            ,4005,100.0
Brisbane            ,4006,100.0
Brisbane            ,4007,100.0
Brisbane            ,4010,100.0
Brisbane            ,4011,100.0
Brisbane            ,4030,100.0
Brisbane            ,4031,32.7
Brisbane            ,4051,91.4
Brisbane            ,4053,3.1
Brisbane            ,4059,100.0
Brisbane            ,4060,81.2
Brisbane            ,4064,94.2
Brisbane            ,4065,24.8
Brisbane            ,4066,0.3
Bruce               ,3150,81.7
Bruce               ,3168,17.3
Bruce               ,3170,100.0
Bruce               ,3171,44.7
Bruce               ,3174,52.0
Bruce               ,3175,87.6
Calare              ,2580,0.1
Calare              ,2671,1.1
Calare              ,2786,9.6
Calare              ,2787,100.0
Calare              ,2790,100.0
Calare              ,2791,100.0
Calare              ,2792,84.4
Calare              ,2795,99.8
Calare              ,2797,92.6
Calare              ,2798,100.0
Calare              ,2799,99.2
Calare              ,2800,99.9
Calare              ,2804,79.6
Calare              ,2805,18.1
Calare              ,2806,100.0
Calare              ,2845,100.0
Calare              ,2846,100.0
Calare              ,2847,100.0
Calare              ,2848,0.3
Calare              ,2849,12.7
Calare              ,2850,1.0
Calare              ,2864,100.0
Calare              ,2865,100.0
Calare              ,2866,93.2
Calare              ,2867,98.2
Calare              ,2868,87.3
Calare              ,2869,77.3
Calare              ,2870,100.0
Calare              ,2871,99.4
Calare              ,2874,72.9
Calare              ,2875,82.2
Calare              ,2876,100.0
Calare              ,2877,0.4
Calwell             ,3036,0.9
Calwell             ,3043,87.1
Calwell             ,3045,100.0
Calwell             ,3047,100.0
Calwell             ,3048,100.0
Calwell             ,3049,100.0
Calwell             ,3059,100.0
Calwell             ,3060,1.6
Calwell             ,3061,100.0
Calwell             ,3062,100.0
Calwell             ,3063,100.0
Calwell             ,3064,99.7
Calwell             ,3427,19.5
Calwell             ,3428,100.0
Calwell             ,3429,100.0
Calwell             ,3430,8.9
Canberra            ,2600,92.3
Canberra            ,2603,100.0
Canberra            ,2604,100.0
Canberra            ,2605,100.0
Canberra            ,2606,100.0
Canberra            ,2607,100.0
Canberra            ,2609,75.4
Canberra            ,2611,99.8
Canberra            ,2620,1.6
Canberra            ,2900,100.0
Canberra            ,2902,100.0
Canberra            ,2903,100.0
Canberra            ,2904,100.0
Canberra            ,2905,100.0
Canberra            ,2906,100.0
Canning             ,6111,100.0
Canning             ,6112,100.0
Canning             ,6121,100.0
Canning             ,6122,100.0
Canning             ,6123,100.0
Canning             ,6124,100.0
Canning             ,6125,100.0
Canning             ,6126,100.0
Canning             ,6181,100.0
Canning             ,6207,100.0
Canning             ,6208,100.0
Canning             ,6209,100.0
Canning             ,6210,69.4
Canning             ,6211,100.0
Canning             ,6213,100.0
Canning             ,6214,100.0
Canning             ,6215,100.0
Canning             ,6390,98.9
Canning             ,6391,5.7
Capricornia         ,4700,99.5
Capricornia         ,4701,100.0
Capricornia         ,4702,24.2
Capricornia         ,4703,100.0
Capricornia         ,4704,100.0
Capricornia         ,4705,100.0
Capricornia         ,4706,100.0
Capricornia         ,4707,100.0
Capricornia         ,4710,100.0
Capricornia         ,4711,100.0
Capricornia         ,4721,97.7
Capricornia         ,4737,100.0
Capricornia         ,4738,100.0
Capricornia         ,4739,100.0
Capricornia         ,4740,9.3
Capricornia         ,4741,41.6
Capricornia         ,4742,100.0
Capricornia         ,4743,100.0
Capricornia         ,4744,100.0
Capricornia         ,4745,100.0
Capricornia         ,4746,99.4
Capricornia         ,4751,100.0
Capricornia         ,4753,100.0
Capricornia         ,4754,100.0
Capricornia         ,4756,100.0
Capricornia         ,4757,100.0
Capricornia         ,4804,99.9
Capricornia         ,4805,0.1
Casey               ,3115,17.1
Casey               ,3116,100.0
Casey               ,3134,1.9
Casey               ,3135,1.7
Casey               ,3136,77.6
Casey               ,3137,100.0
Casey               ,3138,100.0
Casey               ,3139,47.2
Casey               ,3140,100.0
Casey               ,3153,20.9
Casey               ,3765,99.5
Casey               ,3766,100.0
Casey               ,3767,6.3
Casey               ,3770,100.0
Casey               ,3782,1.0
Casey               ,3788,41.8
Casey               ,3789,93.4
Casey               ,3791,80.7
Casey               ,3792,100.0
Casey               ,3793,100.0
Casey               ,3795,100.0
Casey               ,3796,100.0
Charlton            ,2259,6.4
Charlton            ,2264,100.0
Charlton            ,2265,100.0
Charlton            ,2267,100.0
Charlton            ,2278,100.0
Charlton            ,2282,24.6
Charlton            ,2283,100.0
Charlton            ,2284,100.0
Charlton            ,2285,100.0
Charlton            ,2286,100.0
Charlton            ,2287,90.5
Charlton            ,2289,10.4
Charlton            ,2290,2.1
Charlton            ,2299,16.8
Charlton            ,2305,16.7
Charlton            ,2323,0.4
Chifley             ,2148,55.0
Chifley             ,2747,1.1
Chifley             ,2760,2.2
Chifley             ,2761,100.0
Chifley             ,2762,28.1
Chifley             ,2763,28.3
Chifley             ,2765,10.5
Chifley             ,2766,99.9
Chifley             ,2767,100.0
Chifley             ,2770,100.0
Chisholm,3800,100.0
Chisholm            ,3104,0.9
Chisholm            ,3125,100.0
Chisholm            ,3127,53.3
Chisholm            ,3128,100.0
Chisholm            ,3129,100.0
Chisholm            ,3147,43.8
Chisholm            ,3148,100.0
Chisholm            ,3149,100.0
Chisholm            ,3150,18.3
Chisholm            ,3166,53.8
Chisholm            ,3167,1.0
Chisholm            ,3168,59.5
Chisholm            ,3169,2.9
Cook                ,2224,100.0
Cook                ,2225,100.0
Cook                ,2226,94.9
Cook                ,2227,100.0
Cook                ,2228,100.0
Cook                ,2229,100.0
Cook                ,2230,90.8
Cook                ,2231,100.0
Cook                ,2232,70.0
Corangamite         ,3216,100.0
Corangamite         ,3217,100.0
Corangamite         ,3221,43.6
Corangamite         ,3222,5.7
Corangamite         ,3223,100.0
Corangamite         ,3224,1.1
Corangamite         ,3225,100.0
Corangamite         ,3226,100.0
Corangamite         ,3227,100.0
Corangamite         ,3228,100.0
Corangamite         ,3230,100.0
Corangamite         ,3231,100.0
Corangamite         ,3232,100.0
Corangamite         ,3233,100.0
Corangamite         ,3235,100.0
Corangamite         ,3236,100.0
Corangamite         ,3237,88.7
Corangamite         ,3238,100.0
Corangamite         ,3239,88.5
Corangamite         ,3240,100.0
Corangamite         ,3241,100.0
Corangamite         ,3242,100.0
Corangamite         ,3243,100.0
Corangamite         ,3249,96.7
Corangamite         ,3250,100.0
Corangamite         ,3251,99.0
Corangamite         ,3254,100.0
Corangamite         ,3321,100.0
Corangamite         ,3322,91.3
Corangamite         ,3324,0.7
Corangamite         ,3328,100.0
Corangamite         ,3329,100.0
Corangamite         ,3330,100.0
Corangamite         ,3331,100.0
Corangamite         ,3332,100.0
Corangamite         ,3333,99.0
Corangamite         ,3342,0.6
Corangamite         ,3351,26.2
Corangamite         ,3352,4.9
Corangamite         ,3360,93.4
Corio               ,3211,39.5
Corio               ,3212,100.0
Corio               ,3214,100.0
Corio               ,3215,100.0
Corio               ,3218,100.0
Corio               ,3219,100.0
Corio               ,3220,100.0
Corio               ,3221,56.4
Corio               ,3222,94.3
Corio               ,3224,98.9
Corio               ,3340,1.0
Cowan               ,6024,100.0
Cowan               ,6026,100.0
Cowan               ,6031,21.3
Cowan               ,6064,100.0
Cowan               ,6065,100.0
Cowan               ,6066,100.0
Cowan               ,6067,100.0
Cowan               ,6077,100.0
Cowan               ,6078,89.7
Cowan               ,6090,100.0
Cowper              ,2431,100.0
Cowper              ,2440,85.3
Cowper              ,2441,69.3
Cowper              ,2447,100.0
Cowper              ,2448,100.0
Cowper              ,2449,100.0
Cowper              ,2450,100.0
Cowper              ,2452,100.0
Cowper              ,2453,81.9
Cowper              ,2454,100.0
Cowper              ,2455,100.0
Cowper              ,2456,100.0
Cowper              ,2460,5.7
Cowper              ,2462,100.0
Cowper              ,2463,77.5
Cunningham          ,2230,9.2
Cunningham          ,2232,0.1
Cunningham          ,2233,22.4
Cunningham          ,2500,100.0
Cunningham          ,2508,99.9
Cunningham          ,2515,100.0
Cunningham          ,2516,100.0
Cunningham          ,2517,100.0
Cunningham          ,2518,100.0
Cunningham          ,2519,100.0
Cunningham          ,2525,100.0
Cunningham          ,2526,98.1
Curtin              ,6000,6.7
Curtin              ,6005,81.3
Curtin              ,6006,38.2
Curtin              ,6007,100.0
Curtin              ,6008,100.0
Curtin              ,6009,100.0
Curtin              ,6010,100.0
Curtin              ,6011,100.0
Curtin              ,6012,100.0
Curtin              ,6014,100.0
Curtin              ,6015,100.0
Curtin              ,6016,100.0
Curtin              ,6017,0.1
Curtin              ,6018,31.1
Curtin              ,6019,72.0
Curtin              ,6907,100.0
Dawson              ,4740,90.7
Dawson              ,4741,58.4
Dawson              ,4750,100.0
Dawson              ,4798,100.0
Dawson              ,4799,100.0
Dawson              ,4800,100.0
Dawson              ,4801,100.0
Dawson              ,4802,100.0
Dawson              ,4803,100.0
Dawson              ,4804,0.1
Dawson              ,4805,99.9
Dawson              ,4806,100.0
Dawson              ,4807,97.8
Dawson              ,4808,100.0
Dawson              ,4809,99.3
Dawson              ,4810,0.7
Dawson              ,4811,90.1
Dawson              ,4814,22.1
Dawson              ,4816,29.7
Deakin              ,3130,100.0
Deakin              ,3131,84.9
Deakin              ,3132,100.0
Deakin              ,3133,12.7
Deakin              ,3134,58.4
Deakin              ,3135,98.3
Deakin              ,3136,22.1
Deakin              ,3151,100.0
Deakin              ,3153,22.5
Denison             ,7000,100.0
Denison             ,7004,100.0
Denison             ,7005,100.0
Denison             ,7007,100.0
Denison             ,7008,100.0
Denison             ,7009,100.0
Denison             ,7010,100.0
Denison             ,7011,100.0
Denison             ,7012,97.4
Denison             ,7030,7.2
Denison             ,7050,13.2
Denison             ,7053,100.0
Denison             ,7054,19.9
Denison             ,7109,0.9
Denison             ,7150,5.0
Dickson             ,4035,67.1
Dickson             ,4037,100.0
Dickson             ,4053,13.3
Dickson             ,4054,49.7
Dickson             ,4055,55.0
Dickson             ,4500,100.0
Dickson             ,4501,100.0
Dickson             ,4502,100.0
Dickson             ,4503,69.7
Dickson             ,4520,99.7
Dickson             ,4521,85.6
Dobell              ,2250,28.6
Dobell              ,2258,100.0
Dobell              ,2259,62.5
Dobell              ,2260,40.6
Dobell              ,2261,100.0
Dobell              ,2262,27.6
Dobell              ,2263,55.4
Dunkley             ,3198,99.7
Dunkley             ,3199,100.0
Dunkley             ,3200,100.0
Dunkley             ,3201,0.8
Dunkley             ,3910,100.0
Dunkley             ,3911,31.5
Dunkley             ,3930,100.0
Dunkley             ,3931,100.0
Dunkley             ,3977,2.8
Durack              ,872,2.3
Durack              ,6044,2.8
Durack              ,6401,3.1
Durack              ,6405,100.0
Durack              ,6407,100.0
Durack              ,6409,100.0
Durack              ,6410,100.0
Durack              ,6411,100.0
Durack              ,6412,100.0
Durack              ,6413,100.0
Durack              ,6414,100.0
Durack              ,6415,100.0
Durack              ,6420,32.9
Durack              ,6421,80.7
Durack              ,6460,100.0
Durack              ,6461,100.0
Durack              ,6462,100.0
Durack              ,6463,100.0
Durack              ,6465,100.0
Durack              ,6466,100.0
Durack              ,6467,100.0
Durack              ,6468,100.0
Durack              ,6470,100.0
Durack              ,6472,100.0
Durack              ,6473,100.0
Durack              ,6475,100.0
Durack              ,6476,100.0
Durack              ,6477,100.0
Durack              ,6479,96.5
Durack              ,6480,100.0
Durack              ,6485,100.0
Durack              ,6487,100.0
Durack              ,6488,100.0
Durack              ,6489,100.0
Durack              ,6490,100.0
Durack              ,6506,100.0
Durack              ,6507,100.0
Durack              ,6509,100.0
Durack              ,6510,100.0
Durack              ,6511,100.0
Durack              ,6512,100.0
Durack              ,6513,100.0
Durack              ,6514,100.0
Durack              ,6515,100.0
Durack              ,6516,100.0
Durack              ,6517,100.0
Durack              ,6518,100.0
Durack              ,6519,100.0
Durack              ,6521,100.0
Durack              ,6522,100.0
Durack              ,6525,100.0
Durack              ,6528,100.0
Durack              ,6530,100.0
Durack              ,6532,100.0
Durack              ,6535,100.0
Durack              ,6536,100.0
Durack              ,6537,100.0
Durack              ,6566,1.1
Durack              ,6568,77.8
Durack              ,6569,100.0
Durack              ,6571,100.0
Durack              ,6572,100.0
Durack              ,6574,100.0
Durack              ,6575,100.0
Durack              ,6603,100.0
Durack              ,6605,100.0
Durack              ,6606,100.0
Durack              ,6608,100.0
Durack              ,6609,100.0
Durack              ,6612,100.0
Durack              ,6613,100.0
Durack              ,6614,100.0
Durack              ,6616,100.0
Durack              ,6620,100.0
Durack              ,6623,100.0
Durack              ,6625,100.0
Durack              ,6627,100.0
Durack              ,6628,100.0
Durack              ,6630,100.0
Durack              ,6631,100.0
Durack              ,6632,100.0
Durack              ,6635,100.0
Durack              ,6638,100.0
Durack              ,6639,100.0
Durack              ,6640,100.0
Durack              ,6642,100.0
Durack              ,6646,100.0
Durack              ,6701,100.0
Durack              ,6705,100.0
Durack              ,6707,100.0
Durack              ,6710,100.0
Durack              ,6712,100.0
Durack              ,6713,100.0
Durack              ,6714,100.0
Durack              ,6716,100.0
Durack              ,6718,100.0
Durack              ,6720,100.0
Durack              ,6721,100.0
Durack              ,6722,100.0
Durack              ,6723,100.0
Durack              ,6725,100.0
Durack              ,6726,100.0
Durack              ,6728,100.0
Durack              ,6731,100.0
Durack              ,6740,100.0
Durack              ,6743,94.7
Durack              ,6751,100.0
Durack              ,6753,100.0
Durack              ,6754,100.0
Durack              ,6758,100.0
Durack              ,6760,100.0
Durack              ,6762,100.0
Durack              ,6765,100.0
Durack              ,6770,100.0
Eden-Monaro         ,2536,98.8
Eden-Monaro         ,2537,100.0
Eden-Monaro         ,2545,100.0
Eden-Monaro         ,2546,100.0
Eden-Monaro         ,2548,100.0
Eden-Monaro         ,2549,100.0
Eden-Monaro         ,2550,100.0
Eden-Monaro         ,2551,100.0
Eden-Monaro         ,2580,0.7
Eden-Monaro         ,2619,100.0
Eden-Monaro         ,2620,87.2
Eden-Monaro         ,2621,70.5
Eden-Monaro         ,2622,99.5
Eden-Monaro         ,2623,100.0
Eden-Monaro         ,2624,100.0
Eden-Monaro         ,2625,100.0
Eden-Monaro         ,2626,100.0
Eden-Monaro         ,2627,100.0
Eden-Monaro         ,2628,100.0
Eden-Monaro         ,2629,92.8
Eden-Monaro         ,2630,100.0
Eden-Monaro         ,2631,100.0
Eden-Monaro         ,2632,100.0
Eden-Monaro         ,2633,100.0
Fadden              ,4207,4.6
Fadden              ,4208,51.1
Fadden              ,4209,31.0
Fadden              ,4210,60.2
Fadden              ,4211,23.4
Fadden              ,4212,100.0
Fadden              ,4214,65.2
Fadden              ,4215,40.3
Fadden              ,4216,100.0
Fairfax             ,4555,74.3
Fairfax             ,4556,80.0
Fairfax             ,4557,43.9
Fairfax             ,4558,100.0
Fairfax             ,4559,100.0
Fairfax             ,4560,96.4
Fairfax             ,4561,100.0
Fairfax             ,4562,86.4
Fairfax             ,4564,100.0
Fairfax             ,4572,12.4
Fairfax             ,4573,77.5
Fairfax             ,4574,89.1
Farrer              ,2640,99.9
Farrer              ,2641,100.0
Farrer              ,2642,84.9
Farrer              ,2643,100.0
Farrer              ,2644,100.0
Farrer              ,2645,100.0
Farrer              ,2646,100.0
Farrer              ,2647,100.0
Farrer              ,2648,100.0
Farrer              ,2650,0.3
Farrer              ,2652,4.3
Farrer              ,2655,95.2
Farrer              ,2656,92.5
Farrer              ,2658,100.0
Farrer              ,2659,100.0
Farrer              ,2660,100.0
Farrer              ,2700,1.8
Farrer              ,2707,21.3
Farrer              ,2710,100.0
Farrer              ,2711,93.4
Farrer              ,2712,100.0
Farrer              ,2713,100.0
Farrer              ,2714,100.0
Farrer              ,2715,100.0
Farrer              ,2716,99.4
Farrer              ,2717,100.0
Farrer              ,2731,100.0
Farrer              ,2732,100.0
Farrer              ,2733,100.0
Farrer              ,2734,100.0
Farrer              ,2735,100.0
Farrer              ,2736,100.0
Farrer              ,2737,100.0
Farrer              ,2738,100.0
Farrer              ,2739,100.0
Farrer              ,2836,100.0
Farrer              ,2840,3.9
Farrer              ,2878,94.4
Farrer              ,2879,100.0
Farrer              ,2880,99.9
Farrer              ,3500,0.1
Farrer              ,3579,1.4
Farrer              ,3585,3.2
Farrer              ,3586,4.8
Farrer              ,3644,19.3
Farrer              ,3691,0.4
Fisher              ,4517,100.0
Fisher              ,4518,100.0
Fisher              ,4519,100.0
Fisher              ,4550,100.0
Fisher              ,4551,100.0
Fisher              ,4552,98.2
Fisher              ,4553,100.0
Fisher              ,4554,100.0
Fisher              ,4555,25.7
Fisher              ,4556,20.0
Fisher              ,4557,56.1
Fisher              ,4560,3.6
Fisher              ,4572,87.6
Fisher              ,4574,3.9
Fisher              ,4575,100.0
Flinders            ,3816,0.2
Flinders            ,3911,68.5
Flinders            ,3912,100.0
Flinders            ,3913,100.0
Flinders            ,3915,100.0
Flinders            ,3916,100.0
Flinders            ,3918,100.0
Flinders            ,3919,100.0
Flinders            ,3920,100.0
Flinders            ,3921,100.0
Flinders            ,3922,100.0
Flinders            ,3923,100.0
Flinders            ,3925,100.0
Flinders            ,3926,100.0
Flinders            ,3927,100.0
Flinders            ,3928,100.0
Flinders            ,3929,100.0
Flinders            ,3933,100.0
Flinders            ,3934,100.0
Flinders            ,3936,100.0
Flinders            ,3937,100.0
Flinders            ,3938,100.0
Flinders            ,3939,100.0
Flinders            ,3940,100.0
Flinders            ,3941,100.0
Flinders            ,3942,100.0
Flinders            ,3943,100.0
Flinders            ,3944,100.0
Flinders            ,3945,40.9
Flinders            ,3951,1.2
Flinders            ,3977,11.7
Flinders            ,3978,59.2
Flinders            ,3979,92.4
Flinders            ,3980,100.0
Flinders            ,3981,97.7
Flinders            ,3984,99.6
Flinders            ,3987,2.7
Flinders            ,3990,100.0
Flinders            ,3991,100.0
Flinders            ,3992,92.3
Flinders            ,3995,7.5
Flynn               ,4419,7.6
Flynn               ,4420,98.9
Flynn               ,4454,11.5
Flynn               ,4605,0.4
Flynn               ,4606,100.0
Flynn               ,4608,65.6
Flynn               ,4610,3.3
Flynn               ,4611,100.0
Flynn               ,4612,100.0
Flynn               ,4613,100.0
Flynn               ,4621,94.9
Flynn               ,4625,100.0
Flynn               ,4626,98.9
